*** Dátum: 6-2-2019 ***
*** Konfigurácia kyvadla: ***
Váha:;0.063000;Dåžka lanka:;0.530000
Ubehnutý èas:;Súradnica x:;Súradnica y:;Aktuálna výchylka:;Rýchlos;Zrýchlenie:;Uhlová rýchlos:;Uhlové zrýchlenie:;Potenciálna energia:;Kinetická energia:;Perióda:;Frekvencia:
7035;6.996000;11.129999;0.195254;8.408952;-1.903290;5.390025;-3.591114;0.622356;2.227380;1.460395;0.684746
7065;6.148000;10.864999;0.227584;8.093897;-2.213376;5.371355;-4.176182;0.786134;2.063602;1.460395;0.684746
7097;5.194000;10.546999;0.261655;7.698832;-2.537645;5.348560;-4.788009;0.982668;1.867069;1.460395;0.684746
7130;4.929000;10.281999;0.298200;7.353415;-2.882176;5.320535;-5.438068;1.146446;1.703291;1.460395;0.684746
7162;4.611000;9.910999;0.347912;6.840592;-3.344579;5.276434;-6.310528;1.375735;1.474001;1.460395;0.684746
7210;4.611000;9.645999;0.388350;6.449372;-3.714671;5.235438;-7.008815;1.539513;1.310224;1.460395;0.684746
7243;4.664000;9.804999;0.365620;6.686851;-3.507351;5.259050;-6.617644;1.441246;1.408490;1.460395;0.684746
7275;4.982000;10.122999;0.324703;7.138147;-3.129658;5.297884;-5.905015;1.244712;1.605024;1.460395;0.684746
7305;5.247000;10.493999;0.271449;7.631000;-2.630328;5.341413;-4.962884;1.015423;1.834313;1.460395;0.684746
7337;6.519000;10.917999;0.225639;8.157882;-2.194781;5.372559;-4.141097;0.753379;2.096358;1.460395;0.684746
7370;7.367000;11.076999;0.213094;8.346893;-2.074664;5.380078;-3.914461;0.655112;2.194624;1.460395;0.684746
7403;8.586000;11.394999;0.170319;8.712622;-1.662761;5.402461;-3.137285;0.458578;2.391158;1.460395;0.684746
7435;9.910999;11.712999;0.114981;9.063605;-1.125481;5.423979;-2.123548;0.262045;2.587692;1.460395;0.684746
7465;11.606999;11.924999;0.074732;9.290230;-0.732434;5.434376;-1.381952;0.131022;2.718714;1.460395;0.684746
7497;13.143999;12.030999;0.051271;9.401494;-0.502746;5.438399;-0.948578;0.065511;2.784225;1.460395;0.684746
7530;14.998999;12.136999;0.000000;9.511457;-0.000000;5.441975;-0.000000;0.000000;2.849736;1.460395;0.684746
7578;17.118999;12.242999;1.176005;9.401494;-9.055385;3.374970;-17.085632;0.065511;2.784225;1.460395;0.684746
7610;18.973999;12.242999;-0.124838;9.401494;1.221479;5.420759;2.304677;0.065511;2.784225;1.460395;0.684746
7643;21.040999;12.189999;-0.028167;9.456636;0.276283;5.440896;0.521289;0.032756;2.816981;1.460395;0.684746
7675;22.948999;12.189999;-0.018691;9.456636;0.183348;5.441500;0.345941;0.032756;2.816981;1.460395;0.684746
7705;24.750999;12.083999;-0.014184;9.456636;0.139142;5.441702;0.262532;0.032756;2.816981;1.460395;0.684746
7738;26.446999;11.977999;-0.034679;9.346028;0.340129;5.440339;0.641753;0.098267;2.751469;1.460395;0.684746
7770;28.036998;11.871999;-0.049251;9.234095;0.482958;5.438675;0.911242;0.163778;2.685958;1.460395;0.684746
7802;29.255998;11.765999;-0.061927;9.120789;0.607117;5.436757;1.145503;0.229289;2.620447;1.460395;0.684746
7835;30.368998;11.606999;-0.080927;8.948140;0.793032;5.433063;1.496287;0.327556;2.522180;1.460395;0.684746
7865;31.110998;11.500999;-0.091889;8.831166;0.900166;5.430484;1.698427;0.393067;2.456669;1.460395;0.684746
7897;31.534998;11.394999;-0.103995;8.712622;1.018357;5.427255;1.921428;0.458578;2.391158;1.460395;0.684746
7945;31.693998;11.182999;-0.132160;8.470557;1.292721;5.418195;2.439097;0.589601;2.260136;1.460395;0.684746
7978;31.534998;11.288999;-0.118819;8.592442;1.162875;5.422757;2.194104;0.524089;2.325647;1.460395;0.684746
8010;31.163998;11.500999;-0.091539;8.831166;0.896745;5.430571;1.691971;0.393067;2.456669;1.460395;0.684746
8042;30.368998;11.659999;-0.072842;9.006058;0.713951;5.434755;1.347077;0.294800;2.554936;1.460395;0.684746
8075;29.361998;11.765999;-0.061384;9.120789;0.601801;5.436848;1.135474;0.229289;2.620447;1.460395;0.684746
8105;28.089998;11.871999;-0.049010;9.234095;0.480594;5.438707;0.906781;0.163778;2.685958;1.460395;0.684746
8137;26.605999;11.977999;-0.034088;9.346028;0.334335;5.440394;0.630820;0.098267;2.751469;1.460395;0.684746
8170;24.909999;12.083999;-0.013889;9.456636;0.136243;5.441713;0.257063;0.032756;2.816981;1.460395;0.684746
8202;23.213999;12.189999;-0.017857;9.456636;0.175165;5.441542;0.330499;0.032756;2.816981;1.460395;0.684746
8235;21.252999;12.242999;-0.053321;9.401494;0.522828;5.438107;0.986468;0.065511;2.784225;1.460395;0.684746
8265;19.291999;12.295999;-0.157568;9.346028;1.539353;5.408162;2.904440;0.098267;2.751469;1.460395;0.684746
8315;17.436999;12.242999;-1.176005;9.401494;9.055385;3.374970;17.085632;0.065511;2.784225;1.460395;0.684746
8345;15.581999;12.189999;0.062480;9.456636;-0.612527;5.436664;-1.155711;0.032756;2.816981;1.460395;0.684746
8377;13.779999;12.083999;0.030301;9.456636;-0.297204;5.440726;-0.560763;0.032756;2.816981;1.460395;0.684746
8410;12.136999;11.977999;0.061836;9.346028;-0.606224;5.436772;-1.143819;0.098267;2.751469;1.460395;0.684746
8442;10.811999;11.818999;0.098281;9.177617;-0.962590;5.428829;-1.816207;0.196534;2.653203;1.460395;0.684746
8475;9.222000;11.447999;0.170637;8.772094;-1.665841;5.402313;-3.143097;0.425823;2.423914;1.460395;0.684746
8505;8.268000;11.341999;0.176015;8.652740;-1.717803;5.399771;-3.241137;0.491334;2.358402;1.460395;0.684746
8537;7.208000;10.970999;0.230552;8.221368;-2.241734;5.369496;-4.229687;0.720623;2.129113;1.460395;0.684746
8570;6.466000;10.652999;0.272805;7.832735;-2.643147;5.340402;-4.987070;0.917156;1.932580;1.460395;0.684746
8603;5.406000;10.387999;0.292539;7.493493;-2.829046;5.325119;-5.337823;1.080934;1.768802;1.460395;0.684746
8635;5.141000;9.963999;0.354324;6.916181;-3.403647;5.270241;-6.421976;1.342979;1.506757;1.460395;0.684746
8682;5.141000;9.698999;0.396470;6.529491;-3.788278;5.226648;-7.147695;1.506757;1.342979;1.460395;0.684746
8715;5.088000;9.592999;0.411485;6.368244;-3.923716;5.209900;-7.403238;1.572268;1.277468;1.460395;0.684746
8745;5.300000;10.122999;0.333167;7.138147;-3.208236;5.290237;-6.053276;1.244712;1.605024;1.460395;0.684746
8778;5.989000;10.546999;0.279849;7.698832;-2.709628;5.335071;-5.112507;0.982668;1.867069;1.460395;0.684746
8810;6.837000;10.864999;0.242460;8.093897;-2.355297;5.361797;-4.443956;0.786134;2.063602;1.460395;0.684746
8843;7.526000;11.076999;0.216541;8.346893;-2.107707;5.378055;-3.976805;0.655112;2.194624;1.460395;0.684746
8875;8.533000;11.341999;0.181320;8.652740;-1.769016;5.397185;-3.337767;0.491334;2.358402;1.460395;0.684746
8905;9.804999;11.712999;0.113354;9.063605;-1.109619;5.424485;-2.093622;0.262045;2.587692;1.460395;0.684746
8938;11.394999;11.871999;0.090029;9.234095;-0.881994;5.430944;-1.664140;0.163778;2.685958;1.460395;0.684746
8970;12.772999;12.030999;0.047050;9.401494;-0.461392;5.438963;-0.870550;0.065511;2.784225;1.460395;0.684746
9002;14.521999;12.136999;0.000000;9.511457;-0.000000;5.441975;-0.000000;0.000000;2.849736;1.460395;0.684746
9050;16.323999;12.189999;0.110997;9.456636;-1.086646;5.425205;-2.050276;0.032756;2.816981;1.460395;0.684746
9082;18.231999;12.242999;-0.221314;9.401494;2.153415;5.375200;4.063047;0.065511;2.784225;1.460395;0.684746
9115;20.139999;12.242999;-0.074040;9.401494;0.725671;5.434515;1.369191;0.065511;2.784225;1.460395;0.684746
9145;22.047999;12.242999;-0.044437;9.401494;0.435785;5.439289;0.822236;0.065511;2.784225;1.460395;0.684746
9178;23.849999;12.189999;-0.016129;9.456636;0.158216;5.441621;0.298520;0.032756;2.816981;1.460395;0.684746
9210;25.439999;12.083999;-0.012987;9.456636;0.127397;5.441746;0.240372;0.032756;2.816981;1.460395;0.684746
9243;26.976999;11.977999;-0.032784;9.346028;0.321553;5.440513;0.606704;0.098267;2.751469;1.460395;0.684746
9275;28.354998;11.871999;-0.047838;9.234095;0.469110;5.438862;0.885112;0.163778;2.685958;1.460395;0.684746
9305;29.361998;11.765999;-0.061384;9.120789;0.601801;5.436848;1.135474;0.229289;2.620447;1.460395;0.684746
9337;30.209998;11.606999;-0.081921;8.948140;0.802750;5.432842;1.514623;0.327556;2.522180;1.460395;0.684746
9385;30.845998;11.553999;-0.085885;8.889846;0.841493;5.431937;1.587723;0.360311;2.489425;1.460395;0.684746
9417;31.004998;11.341999;-0.115701;8.652740;1.132495;5.423753;2.136783;0.491334;2.358402;1.460395;0.684746
9450;31.004998;11.341999;-0.115701;8.652740;1.132495;5.423753;2.136783;0.491334;2.358402;1.460395;0.684746
9482;30.739998;11.500999;-0.094418;8.831166;0.924865;5.429842;1.745028;0.393067;2.456669;1.460395;0.684746
9514;30.103998;11.712999;-0.066092;9.063605;0.647887;5.436032;1.222428;0.262045;2.587692;1.460395;0.684746
9545;29.202998;11.765999;-0.062202;9.120789;0.609810;5.436711;1.150585;0.229289;2.620447;1.460395;0.684746
9577;28.142998;11.871999;-0.048771;9.234095;0.478252;5.438739;0.902362;0.163778;2.685958;1.460395;0.684746
9610;26.711999;11.977999;-0.033705;9.346028;0.330580;5.440430;0.623736;0.098267;2.751469;1.460395;0.684746
9642;25.227999;12.083999;-0.013333;9.456636;0.130794;5.441734;0.246781;0.032756;2.816981;1.460395;0.684746
9675;23.637999;12.189999;-0.016666;9.456636;0.163489;5.441597;0.308469;0.032756;2.816981;1.460395;0.684746
9705;21.835999;12.189999;-0.023255;9.456636;0.228109;5.441240;0.430394;0.032756;2.816981;1.460395;0.684746
9755;19.927999;12.242999;-0.079957;9.401494;0.783546;5.433275;1.478389;0.065511;2.784225;1.460395;0.684746
9784;18.125999;12.295999;-0.370696;9.346028;3.553811;5.253904;6.705305;0.098267;2.751469;1.460395;0.684746
9817;16.323999;12.189999;0.110997;9.456636;-1.086646;5.425205;-2.050276;0.032756;2.816981;1.460395;0.684746
9849;14.521999;12.083999;0.038457;9.456636;-0.377168;5.439963;-0.711638;0.032756;2.816981;1.460395;0.684746
9882;12.825999;12.030999;0.047610;9.401494;-0.466878;5.438891;-0.880902;0.065511;2.784225;1.460395;0.684746
9915;11.765999;11.818999;0.115257;9.177617;-1.128168;5.423892;-2.128619;0.196534;2.653203;1.460395;0.684746
9944;10.228999;11.765999;0.105166;9.120789;-1.029779;5.426921;-1.942979;0.229289;2.620447;1.460395;0.684746
9977;8.904000;11.447999;0.164187;8.772094;-1.603449;5.405258;-3.025375;0.425823;2.423914;1.460395;0.684746
10010;8.215000;11.288999;0.186591;8.592442;-1.819857;5.394539;-3.433693;0.524089;2.325647;1.460395;0.684746
10042;7.208000;10.970999;0.230552;8.221368;-2.241734;5.369496;-4.229687;0.720623;2.129113;1.460395;0.684746
10075;6.731000;10.758999;0.259835;7.964387;-2.520393;5.349859;-4.755459;0.851645;1.998091;1.460395;0.684746
10122;6.254000;10.493999;0.295899;7.631000;-2.860594;5.322409;-5.397347;1.015423;1.834313;1.460395;0.684746
10155;5.883000;9.963999;0.376870;6.916181;-3.610201;5.247546;-6.811701;1.342979;1.506757;1.460395;0.684746
10184;5.777000;10.016999;0.364571;6.990953;-3.497743;5.260104;-6.599515;1.310224;1.539513;1.460395;0.684746
10217;6.148000;10.175999;0.348801;7.210617;-3.352777;5.275582;-6.325994;1.211957;1.637779;1.460395;0.684746
10250;6.572000;10.599999;0.285180;7.766072;-2.759850;5.330945;-5.207265;0.949912;1.899824;1.460395;0.684746
10282;6.996000;10.864999;0.246172;8.093897;-2.390629;5.359316;-4.510621;0.786134;2.063602;1.460395;0.684746
10314;7.950000;11.076999;0.226302;8.346893;-2.201122;5.372150;-4.153060;0.655112;2.194624;1.460395;0.684746
10344;8.639000;11.341999;0.183532;8.652740;-1.790360;5.396083;-3.378038;0.491334;2.358402;1.460395;0.684746
10377;9.804999;11.553999;0.155713;8.889846;-1.521379;5.408955;-2.870526;0.360311;2.489425;1.460395;0.684746
10410;11.394999;11.871999;0.090029;9.234095;-0.881994;5.430944;-1.664140;0.163778;2.685958;1.460395;0.684746
10442;12.719999;11.977999;0.069739;9.346028;-0.683587;5.435357;-1.289786;0.098267;2.751469;1.460395;0.684746
10490;14.203999;12.083999;0.034479;9.456636;-0.338175;5.440358;-0.638067;0.032756;2.816981;1.460395;0.684746
10522;15.740999;12.242999;0.137713;9.401494;-1.346698;5.416153;-2.540940;0.065511;2.784225;1.460395;0.684746
10555;17.436999;12.242999;-1.176005;9.401494;9.055385;3.374970;17.085632;0.065511;2.784225;1.460395;0.684746
10584;19.132999;12.242999;-0.114162;9.401494;1.117494;5.424235;2.108479;0.065511;2.784225;1.460395;0.684746
10617;20.934999;12.242999;-0.057955;9.401494;0.568218;5.437405;1.072110;0.065511;2.784225;1.460395;0.684746
10650;22.577999;12.136999;-0.000000;9.511457;0.000000;5.441975;0.000000;0.000000;2.849736;1.460395;0.684746
10683;24.220999;12.136999;-0.000000;9.511457;0.000000;5.441975;0.000000;0.000000;2.849736;1.460395;0.684746
10714;25.651999;12.030999;-0.025315;9.401494;0.248315;5.441103;0.468518;0.065511;2.784225;1.460395;0.684746
10745;26.976999;11.977999;-0.032784;9.346028;0.321553;5.440513;0.606704;0.098267;2.751469;1.460395;0.684746
10777;28.142998;11.818999;-0.058520;9.177617;0.573752;5.437316;1.082552;0.196534;2.653203;1.460395;0.684746
10810;28.990998;11.765999;-0.063327;9.120789;0.620825;5.436518;1.171368;0.229289;2.620447;1.460395;0.684746
10858;29.573998;11.659999;-0.077547;9.006058;0.759977;5.433792;1.433919;0.294800;2.554936;1.460395;0.684746
10890;29.997998;11.500999;-0.099917;8.831166;0.978554;5.428387;1.846328;0.393067;2.456669;1.460395;0.684746
10922;30.050998;11.394999;-0.116052;8.712622;1.135918;5.423642;2.143241;0.458578;2.391158;1.460395;0.684746
10955;29.891998;11.500999;-0.100755;8.831166;0.986735;5.428158;1.861765;0.393067;2.456669;1.460395;0.684746
10985;29.414998;11.712999;-0.069841;9.063605;0.684579;5.435338;1.291659;0.262045;2.587692;1.460395;0.684746
11017;28.778998;11.818999;-0.055285;9.177617;0.542074;5.437817;1.022781;0.196534;2.653203;1.460395;0.684746
11050;27.771999;11.871999;-0.050494;9.234095;0.495139;5.438506;0.934224;0.163778;2.685958;1.460395;0.684746
11082;26.605999;11.977999;-0.034088;9.346028;0.334335;5.440394;0.630820;0.098267;2.751469;1.460395;0.684746
11115;25.227999;12.083999;-0.013333;9.456636;0.130794;5.441734;0.246781;0.032756;2.816981;1.460395;0.684746
11145;23.796999;12.189999;-0.016260;9.456636;0.159502;5.441616;0.300947;0.032756;2.816981;1.460395;0.684746
11177;22.206999;12.189999;-0.021505;9.456636;0.210943;5.441346;0.398006;0.032756;2.816981;1.460395;0.684746
11225;20.510999;12.189999;-0.032784;9.456636;0.321553;5.440513;0.606704;0.032756;2.816981;1.460395;0.684746
11257;18.761999;12.295999;-0.213471;9.346028;2.078285;5.379858;3.921293;0.098267;2.751469;1.460395;0.684746
11290;17.065999;12.242999;0.927295;9.401494;-7.848000;4.215336;-14.807548;0.065511;2.784225;1.460395;0.684746
11322;15.369999;12.189999;0.055541;9.456636;-0.544580;5.437778;-1.027509;0.032756;2.816981;1.460395;0.684746
11354;13.673999;12.030999;0.058807;9.401494;-0.576560;5.437270;-1.087849;0.065511;2.784225;1.460395;0.684746
11384;12.136999;11.924999;0.082428;9.290230;-0.807699;5.432729;-1.523960;0.131022;2.718714;1.460395;0.684746
