*** Dátum: 6-2-2019 ***
*** Konfigurácia kyvadla: ***
Váha:;0.063000;Dåžka lanka:;0.530000
Ubehnutý èas:;Súradnica x:;Súradnica y:;Aktuálna výchylka:;Rýchlos;Zrýchlenie:;Uhlová rýchlos:;Uhlové zrýchlenie:;Potenciálna energia:;Kinetická energia:;Perióda:;Frekvencia:
1827;0.148777;0.071086;-0.041879;0.323901;0.410710;6.067191;0.774924;0.001555;0.003305;1.460395;0.684746
1859;0.150979;0.070772;-0.046264;0.314230;0.453690;6.066605;0.856019;0.001750;0.003110;1.460395;0.684746
1891;0.152237;0.070457;-0.050880;0.304252;0.498914;6.065924;0.941346;0.001944;0.002916;1.460395;0.684746
1923;0.152237;0.070457;-0.050880;0.304252;0.498914;6.065924;0.941346;0.001944;0.002916;1.460395;0.684746
1955;0.151608;0.070457;-0.051140;0.304252;0.501462;6.065884;0.946155;0.001944;0.002916;1.460395;0.684746
1987;0.149721;0.070772;-0.046745;0.314230;0.458399;6.066537;0.864904;0.001750;0.003110;1.460395;0.684746
2019;0.146890;0.071401;-0.037230;0.333291;0.365139;6.067749;0.688942;0.001361;0.003499;1.460395;0.684746
2051;0.143430;0.071715;-0.032874;0.342424;0.322433;6.068213;0.608365;0.001166;0.003694;1.460395;0.684746
2083;0.138712;0.071715;-0.034282;0.342424;0.336244;6.068069;0.634423;0.001166;0.003694;1.460395;0.684746
2131;0.133365;0.072344;-0.024023;0.359996;0.235642;6.068977;0.444607;0.000778;0.004082;1.460395;0.684746
2163;0.127389;0.072030;-0.031844;0.351320;0.312341;6.068314;0.589323;0.000972;0.003888;1.460395;0.684746
2195;0.120783;0.072344;-0.027302;0.359996;0.267800;6.068722;0.505283;0.000778;0.004082;1.460395;0.684746
2226;0.113863;0.072659;-0.022139;0.368467;0.217169;6.069109;0.409753;0.000583;0.004277;1.460395;0.684746
2259;0.106629;0.072344;-0.032255;0.359996;0.316369;6.068274;0.596923;0.000778;0.004082;1.460395;0.684746
2291;0.099395;0.072344;-0.035552;0.359996;0.348690;6.067935;0.657905;0.000778;0.004082;1.460395;0.684746
2323;0.091531;0.071715;-0.059982;0.342424;0.588071;6.064392;1.109567;0.001166;0.003694;1.460395;0.684746
2355;0.084297;0.071401;-0.079055;0.333291;0.774721;6.060367;1.461737;0.001361;0.003499;1.460395;0.684746
2387;0.077377;0.070772;-0.115999;0.314230;1.135398;6.049423;2.142260;0.001750;0.003110;1.460395;0.684746
2419;0.070457;0.070142;-0.165038;0.293935;1.611682;6.028474;3.040910;0.002138;0.002722;1.460395;0.684746
2451;0.065110;0.069828;-0.206163;0.283243;2.008165;6.005240;3.788990;0.002333;0.002527;1.460395;0.684746
2499;0.058819;0.068884;-0.309993;0.248421;2.992564;5.923429;5.646348;0.002916;0.001944;1.460395;0.684746
2531;0.053786;0.067941;-0.442629;0.207844;4.201785;5.769965;7.927896;0.003499;0.001361;1.460395;0.684746
2563;0.050955;0.067312;-0.549151;0.175660;5.120456;5.605890;9.661238;0.003888;0.000972;1.460395;0.684746
2595;0.048439;0.066997;-0.643501;0.157115;5.886000;5.429041;11.105661;0.004082;0.000778;1.460395;0.684746
2627;0.047181;0.066682;-0.713824;0.136066;6.422890;5.277156;12.118662;0.004277;0.000583;1.460395;0.684746
2659;0.046866;0.066368;-0.755060;0.111097;6.723113;5.179794;12.685120;0.004471;0.000389;1.460395;0.684746
2691;0.047496;0.066368;-0.732113;0.111097;6.557423;5.234746;12.372497;0.004471;0.000389;1.460395;0.684746
2723;0.049068;0.066997;-0.624983;0.157115;5.739670;5.466148;10.829567;0.004082;0.000778;1.460395;0.684746
2755;0.051585;0.067626;-0.509249;0.192426;4.782591;5.671694;9.023756;0.003694;0.001166;1.460395;0.684746
2787;0.055674;0.068255;-0.390317;0.222194;3.732523;5.837130;7.042497;0.003305;0.001555;1.460395;0.684746
2819;0.060706;0.069199;-0.272805;0.260546;2.643147;5.956560;4.987070;0.002722;0.002138;1.460395;0.684746
2867;0.066368;0.070142;-0.182822;0.293935;1.783514;6.019062;3.365120;0.002138;0.002722;1.460395;0.684746
2899;0.072344;0.070457;-0.143637;0.304252;1.404243;6.038518;2.649515;0.001944;0.002916;1.460395;0.684746
2931;0.078950;0.071401;-0.087444;0.333291;0.856735;6.058246;1.616482;0.001361;0.003499;1.460395;0.684746
2963;0.085869;0.071715;-0.065910;0.342424;0.646111;6.063259;1.219077;0.001166;0.003694;1.460395;0.684746
2995;0.093733;0.072030;-0.048300;0.351320;0.473637;6.066312;0.893654;0.000972;0.003888;1.460395;0.684746
3027;0.100338;0.072030;-0.043853;0.351320;0.430056;6.066934;0.811427;0.000972;0.003888;1.460395;0.684746
3059;0.107258;0.072344;-0.031997;0.359996;0.313840;6.068299;0.592150;0.000778;0.004082;1.460395;0.684746
3091;0.114178;0.072659;-0.022058;0.368467;0.216371;6.069114;0.408247;0.000583;0.004277;1.460395;0.684746
3123;0.120469;0.072344;-0.027396;0.359996;0.268717;6.068714;0.507013;0.000778;0.004082;1.460395;0.684746
3155;0.126445;0.072344;-0.025722;0.359996;0.252306;6.068849;0.476048;0.000778;0.004082;1.460395;0.684746
3187;0.132107;0.072030;-0.030393;0.351320;0.298107;6.068451;0.562467;0.000972;0.003888;1.460395;0.684746
3235;0.136510;0.072030;-0.029152;0.351320;0.285945;6.068563;0.539519;0.000972;0.003888;1.460395;0.684746
3267;0.140599;0.071715;-0.033705;0.342424;0.330580;6.068129;0.623736;0.001166;0.003694;1.460395;0.684746
3299;0.143430;0.071401;-0.038351;0.333291;0.376136;6.067621;0.709690;0.001361;0.003499;1.460395;0.684746
3331;0.145632;0.071086;-0.043004;0.323901;0.421740;6.067046;0.795737;0.001555;0.003305;1.460395;0.684746
3363;0.146890;0.070772;-0.047863;0.314230;0.469359;6.066376;0.885583;0.001750;0.003110;1.460395;0.684746
3395;0.147205;0.070772;-0.047736;0.314230;0.468115;6.066395;0.883236;0.001750;0.003110;1.460395;0.684746
3427;0.146576;0.070772;-0.047991;0.314230;0.470609;6.066358;0.887941;0.001750;0.003110;1.460395;0.684746
3459;0.145003;0.071086;-0.043237;0.323901;0.424018;6.067016;0.800034;0.001555;0.003305;1.460395;0.684746
3491;0.142801;0.071086;-0.044070;0.323901;0.432187;6.066905;0.815447;0.001555;0.003305;1.460395;0.684746
3523;0.139341;0.071401;-0.039767;0.333291;0.390016;6.067453;0.735880;0.001361;0.003499;1.460395;0.684746
3555;0.135567;0.072030;-0.029410;0.351320;0.288467;6.068540;0.544277;0.000972;0.003888;1.460395;0.684746
3603;0.130534;0.072030;-0.030862;0.351320;0.302706;6.068407;0.571143;0.000972;0.003888;1.460395;0.684746
3635;0.125501;0.072030;-0.032465;0.351320;0.318423;6.068253;0.600797;0.000972;0.003888;1.460395;0.684746
3666;0.119525;0.072659;-0.020760;0.368467;0.203646;6.069199;0.384238;0.000583;0.004277;1.460395;0.684746
3699;0.113234;0.072659;-0.022304;0.368467;0.218783;6.069098;0.412799;0.000583;0.004277;1.460395;0.684746
3730;0.106629;0.072659;-0.024192;0.368467;0.237304;6.068965;0.447743;0.000583;0.004277;1.460395;0.684746
3763;0.100338;0.072344;-0.035084;0.359996;0.344105;6.067985;0.649254;0.000778;0.004082;1.460395;0.684746
3795;0.093418;0.071715;-0.058236;0.342424;0.570972;6.064706;1.077306;0.001166;0.003694;1.460395;0.684746
3826;0.086499;0.071715;-0.065194;0.342424;0.639103;6.063402;1.205855;0.001166;0.003694;1.460395;0.684746
3859;0.080208;0.071401;-0.085314;0.333291;0.835916;6.058805;1.577200;0.001361;0.003499;1.460395;0.684746
3891;0.073917;0.070457;-0.138666;0.304252;1.355961;6.040651;2.558417;0.001944;0.002916;1.460395;0.684746
3922;0.068570;0.070142;-0.172797;0.293935;1.686716;6.024486;3.182484;0.002138;0.002722;1.460395;0.684746
3971;0.063852;0.069513;-0.231109;0.272131;2.247048;5.988620;4.239713;0.002527;0.002333;1.460395;0.684746
4003;0.059134;0.069199;-0.286680;0.260546;2.773968;5.944701;5.233902;0.002722;0.002138;1.460395;0.684746
4035;0.055674;0.068255;-0.390317;0.222194;3.732523;5.837130;7.042497;0.003305;0.001555;1.460395;0.684746
4067;0.052843;0.067626;-0.483841;0.192426;4.563444;5.710872;8.610271;0.003694;0.001166;1.460395;0.684746
4099;0.051585;0.067312;-0.534822;0.175660;5.000035;5.630127;9.434029;0.003888;0.000972;1.460395;0.684746
4130;0.051585;0.067312;-0.534822;0.175660;5.000035;5.630127;9.434029;0.003888;0.000972;1.460395;0.684746
4162;0.051585;0.067312;-0.534822;0.175660;5.000035;5.630127;9.434029;0.003888;0.000972;1.460395;0.684746
4195;0.052843;0.067626;-0.483841;0.192426;4.563444;5.710872;8.610271;0.003694;0.001166;1.460395;0.684746
4226;0.055674;0.068255;-0.390317;0.222194;3.732523;5.837130;7.042497;0.003305;0.001555;1.460395;0.684746
4259;0.059134;0.068884;-0.306848;0.248421;2.963162;5.926397;5.590871;0.002916;0.001944;1.460395;0.684746
4307;0.063852;0.069513;-0.231109;0.272131;2.247048;5.988620;4.239713;0.002527;0.002333;1.460395;0.684746
4339;0.068570;0.070142;-0.172797;0.293935;1.686716;6.024486;3.182484;0.002138;0.002722;1.460395;0.684746
4371;0.073917;0.070772;-0.124838;0.314230;1.221479;6.046189;2.304677;0.001750;0.003110;1.460395;0.684746
4404;0.080208;0.071086;-0.097484;0.323901;0.954801;6.055426;1.801512;0.001555;0.003305;1.460395;0.684746
4436;0.086499;0.071715;-0.065194;0.342424;0.639103;6.063402;1.205855;0.001166;0.003694;1.460395;0.684746
4468;0.093418;0.072030;-0.048534;0.351320;0.475933;6.066278;0.897987;0.000972;0.003888;1.460395;0.684746
4499;0.100024;0.072030;-0.044046;0.351320;0.431949;6.066909;0.814998;0.000972;0.003888;1.460395;0.684746
4531;0.106315;0.072344;-0.032386;0.359996;0.317649;6.068261;0.599339;0.000778;0.004082;1.460395;0.684746
4563;0.112291;0.072344;-0.030073;0.359996;0.294971;6.068480;0.556549;0.000778;0.004082;1.460395;0.684746
4595;0.118582;0.072344;-0.027970;0.359996;0.274352;6.068666;0.517645;0.000778;0.004082;1.460395;0.684746
4627;0.124243;0.072030;-0.032892;0.351320;0.322610;6.068211;0.608698;0.000972;0.003888;1.460395;0.684746
4676;0.129276;0.072344;-0.024999;0.359996;0.245212;6.068904;0.462664;0.000778;0.004082;1.460395;0.684746
4707;0.133365;0.072030;-0.030028;0.351320;0.294528;6.068484;0.555714;0.000972;0.003888;1.460395;0.684746
4740;0.137139;0.071715;-0.034779;0.342424;0.341114;6.068017;0.643612;0.001166;0.003694;1.460395;0.684746
4772;0.139970;0.071401;-0.039543;0.333291;0.387814;6.067480;0.731725;0.001361;0.003499;1.460395;0.684746
4804;0.141858;0.071401;-0.038884;0.333291;0.381356;6.067558;0.719539;0.001361;0.003499;1.460395;0.684746
4836;0.142801;0.071086;-0.044070;0.323901;0.432187;6.066905;0.815447;0.001555;0.003305;1.460395;0.684746
4868;0.143430;0.070772;-0.049305;0.314230;0.483487;6.066163;0.912239;0.001750;0.003110;1.460395;0.684746
4900;0.143116;0.070772;-0.049440;0.314230;0.484814;6.066143;0.914743;0.001750;0.003110;1.460395;0.684746
4932;0.141543;0.071401;-0.038992;0.333291;0.382417;6.067545;0.721542;0.001361;0.003499;1.460395;0.684746
4964;0.139656;0.071715;-0.033991;0.342424;0.333388;6.068099;0.629034;0.001166;0.003694;1.460395;0.684746
4996;0.136825;0.071715;-0.034880;0.342424;0.342105;6.068006;0.645482;0.001166;0.003694;1.460395;0.684746
5044;0.133050;0.072030;-0.030118;0.351320;0.295415;6.068476;0.557387;0.000972;0.003888;1.460395;0.684746
5075;0.128961;0.072030;-0.031345;0.351320;0.307448;6.068362;0.580091;0.000972;0.003888;1.460395;0.684746
5108;0.123929;0.072030;-0.033000;0.351320;0.323674;6.068200;0.610706;0.000972;0.003888;1.460395;0.684746
5139;0.118582;0.072344;-0.027970;0.359996;0.274352;6.068666;0.517645;0.000778;0.004082;1.460395;0.684746
5172;0.112920;0.072659;-0.022387;0.368467;0.219599;6.069092;0.414338;0.000583;0.004277;1.460395;0.684746
5204;0.106944;0.072344;-0.032126;0.359996;0.315099;6.068287;0.594527;0.000778;0.004082;1.460395;0.684746
5236;0.101282;0.072344;-0.034629;0.359996;0.339638;6.068033;0.640827;0.000778;0.004082;1.460395;0.684746
5268;0.094991;0.072344;-0.037910;0.359996;0.371810;6.067672;0.701527;0.000778;0.004082;1.460395;0.684746
5300;0.088386;0.071715;-0.063137;0.342424;0.618962;6.063803;1.167852;0.001166;0.003694;1.460395;0.684746
5332;0.082409;0.071401;-0.081826;0.333291;0.801814;6.059690;1.512857;0.001361;0.003499;1.460395;0.684746
5364;0.077062;0.071086;-0.103803;0.323901;1.016478;6.053495;1.917883;0.001555;0.003305;1.460395;0.684746
5412;0.071715;0.070457;-0.145727;0.304252;1.424527;6.037599;2.687787;0.001944;0.002916;1.460395;0.684746
5443;0.067312;0.070142;-0.178387;0.293935;1.740712;6.021499;3.284363;0.002138;0.002722;1.460395;0.684746
5476;0.063223;0.069513;-0.235272;0.272131;2.286788;5.985659;4.314694;0.002527;0.002333;1.460395;0.684746
5507;0.060077;0.068570;-0.317311;0.235672;3.060842;5.916404;5.775175;0.003110;0.001750;1.460395;0.684746
5540;0.057561;0.068255;-0.365443;0.222194;3.505733;5.866020;6.614591;0.003305;0.001555;1.460395;0.684746
5572;0.055988;0.067941;-0.408036;0.207844;3.892680;5.815356;7.344679;0.003499;0.001361;1.460395;0.684746
5603;0.055045;0.067312;-0.467486;0.175660;4.420815;5.734979;8.341162;0.003888;0.000972;1.460395;0.684746
5636;0.055674;0.067626;-0.434875;0.192426;4.132923;5.780472;7.797967;0.003694;0.001166;1.460395;0.684746
5667;0.056932;0.067941;-0.394791;0.207844;3.773077;5.831726;7.119013;0.003499;0.001361;1.460395;0.684746
5700;0.058819;0.068884;-0.309993;0.248421;2.992564;5.923429;5.646348;0.002916;0.001944;1.460395;0.684746
5732;0.061964;0.069513;-0.244064;0.272131;2.370571;5.979233;4.472775;0.002527;0.002333;1.460395;0.684746
5781;0.066368;0.069828;-0.199337;0.283243;1.942574;6.009455;3.665235;0.002333;0.002527;1.460395;0.684746
5812;0.070142;0.070457;-0.151226;0.304252;1.477882;6.035116;2.788456;0.001944;0.002916;1.460395;0.684746
5844;0.075175;0.070772;-0.121472;0.314230;1.188712;6.047448;2.242854;0.001750;0.003110;1.460395;0.684746
5876;0.080522;0.071401;-0.084798;0.333291;0.830868;6.058938;1.567676;0.001361;0.003499;1.460395;0.684746
5908;0.086184;0.071401;-0.076465;0.333291;0.749395;6.060978;1.413953;0.001361;0.003499;1.460395;0.684746
5939;0.092475;0.071715;-0.059096;0.342424;0.579395;6.064552;1.093199;0.001166;0.003694;1.460395;0.684746
5971;0.098766;0.072030;-0.044836;0.351320;0.439689;6.066802;0.829602;0.000972;0.003888;1.460395;0.684746
6003;0.104742;0.072659;-0.024792;0.368467;0.243186;6.068920;0.458841;0.000583;0.004277;1.460395;0.684746
6036;0.110089;0.072659;-0.023165;0.368467;0.227228;6.069038;0.428732;0.000583;0.004277;1.460395;0.684746
6067;0.115751;0.072659;-0.021660;0.368467;0.212466;6.069141;0.400879;0.000583;0.004277;1.460395;0.684746
6100;0.120783;0.072344;-0.027302;0.359996;0.267800;6.068722;0.505283;0.000778;0.004082;1.460395;0.684746
6148;0.125187;0.072030;-0.032570;0.351320;0.319459;6.068243;0.602753;0.000972;0.003888;1.460395;0.684746
6180;0.129590;0.072344;-0.024921;0.359996;0.244448;6.068910;0.461223;0.000778;0.004082;1.460395;0.684746
6212;0.133050;0.071715;-0.036141;0.342424;0.354463;6.067871;0.668797;0.001166;0.003694;1.460395;0.684746
6244;0.135567;0.071401;-0.041171;0.333291;0.403770;6.067280;0.761830;0.001361;0.003499;1.460395;0.684746
6276;0.137769;0.071715;-0.034579;0.342424;0.339149;6.068038;0.639904;0.001166;0.003694;1.460395;0.684746
6308;0.139027;0.071401;-0.039881;0.333291;0.391126;6.067439;0.737975;0.001361;0.003499;1.460395;0.684746
6340;0.139656;0.071086;-0.045318;0.323901;0.444418;6.066736;0.838524;0.001555;0.003305;1.460395;0.684746
6371;0.139341;0.071086;-0.045447;0.323901;0.445679;6.066718;0.840904;0.001555;0.003305;1.460395;0.684746
6403;0.138398;0.071401;-0.040109;0.333291;0.393366;6.067411;0.742200;0.001361;0.003499;1.460395;0.684746
6436;0.136510;0.071715;-0.034982;0.342424;0.343102;6.067996;0.647362;0.001166;0.003694;1.460395;0.684746
6468;0.133994;0.072030;-0.029849;0.351320;0.292771;6.068501;0.552397;0.000972;0.003888;1.460395;0.684746
6516;0.130849;0.072030;-0.030767;0.351320;0.301775;6.068416;0.569386;0.000972;0.003888;1.460395;0.684746
6548;0.126760;0.072344;-0.025640;0.359996;0.251497;6.068855;0.474523;0.000778;0.004082;1.460395;0.684746
6580;0.122985;0.072344;-0.026665;0.359996;0.261554;6.068774;0.493497;0.000778;0.004082;1.460395;0.684746
6612;0.117953;0.072659;-0.021126;0.368467;0.207230;6.069176;0.391001;0.000583;0.004277;1.460395;0.684746
6644;0.112920;0.072344;-0.029849;0.359996;0.292771;6.068501;0.552397;0.000778;0.004082;1.460395;0.684746
6676;0.107573;0.072344;-0.031870;0.359996;0.312590;6.068311;0.589792;0.000778;0.004082;1.460395;0.684746
6708;0.101911;0.072344;-0.034331;0.359996;0.336725;6.068064;0.635330;0.000778;0.004082;1.460395;0.684746
6739;0.096564;0.072030;-0.046288;0.351320;0.453923;6.066601;0.856459;0.000972;0.003888;1.460395;0.684746
6771;0.090902;0.072030;-0.050494;0.351320;0.495139;6.065983;0.934224;0.000972;0.003888;1.460395;0.684746
6804;0.085240;0.071715;-0.066642;0.342424;0.653274;6.063112;1.232593;0.001166;0.003694;1.460395;0.684746
6836;0.080208;0.071086;-0.097484;0.323901;0.954801;6.055426;1.801512;0.001555;0.003305;1.460395;0.684746
6884;0.075490;0.070772;-0.120659;0.314230;1.180793;6.047747;2.227911;0.001750;0.003110;1.460395;0.684746
6916;0.071086;0.070457;-0.147878;0.304252;1.445402;6.036639;2.727175;0.001944;0.002916;1.460395;0.684746
6948;0.067626;0.069828;-0.192948;0.283243;1.881093;6.013271;3.549232;0.002333;0.002527;1.460395;0.684746
6980;0.064795;0.069513;-0.225131;0.272131;2.189928;5.992776;4.131940;0.002527;0.002333;1.460395;0.684746
7012;0.061964;0.069199;-0.262631;0.260546;2.546893;5.964878;4.805459;0.002722;0.002138;1.460395;0.684746
7044;0.060706;0.068570;-0.311190;0.235672;3.003737;5.922292;5.667429;0.003110;0.001750;1.460395;0.684746
7076;0.059763;0.068255;-0.340117;0.222194;3.272593;5.893435;6.174703;0.003305;0.001555;1.460395;0.684746
7108;0.059763;0.068255;-0.340117;0.222194;3.272593;5.893435;6.174703;0.003305;0.001555;1.460395;0.684746
7140;0.061021;0.068570;-0.308216;0.235672;2.975956;5.925110;5.615011;0.003110;0.001750;1.460395;0.684746
7171;0.062593;0.069199;-0.257822;0.260546;2.501302;5.968699;4.719438;0.002722;0.002138;1.460395;0.684746
7220;0.065739;0.069828;-0.202693;0.283243;1.974831;6.007400;3.726096;0.002333;0.002527;1.460395;0.684746
7251;0.068570;0.070142;-0.172797;0.293935;1.686716;6.024486;3.182484;0.002138;0.002722;1.460395;0.684746
7284;0.072030;0.070142;-0.159084;0.293935;1.554039;6.031408;2.932149;0.002138;0.002722;1.460395;0.684746
7316;0.076748;0.070772;-0.117512;0.314230;1.150138;6.048886;2.170072;0.001750;0.003110;1.460395;0.684746
7348;0.081466;0.071401;-0.083285;0.333291;0.816083;6.059324;1.539780;0.001361;0.003499;1.460395;0.684746
7380;0.086813;0.071715;-0.064842;0.342424;0.635656;6.063471;1.199350;0.001166;0.003694;1.460395;0.684746
7411;0.092160;0.071715;-0.059388;0.342424;0.582259;6.064500;1.098601;0.001166;0.003694;1.460395;0.684746
7444;0.097507;0.072030;-0.045654;0.351320;0.447712;6.066690;0.844739;0.000972;0.003888;1.460395;0.684746
7476;0.103169;0.072344;-0.033752;0.359996;0.331045;6.068124;0.624613;0.000778;0.004082;1.460395;0.684746
7507;0.108202;0.072659;-0.023714;0.368467;0.232616;6.068999;0.438897;0.000583;0.004277;1.460395;0.684746
7539;0.112920;0.072344;-0.029849;0.359996;0.292771;6.068501;0.552397;0.000778;0.004082;1.460395;0.684746
7587;0.117638;0.072344;-0.028267;0.359996;0.277259;6.068640;0.523130;0.000778;0.004082;1.460395;0.684746
7620;0.122356;0.072344;-0.026844;0.359996;0.263308;6.068759;0.496808;0.000778;0.004082;1.460395;0.684746
7651;0.125501;0.072030;-0.032465;0.351320;0.318423;6.068253;0.600797;0.000972;0.003888;1.460395;0.684746
7684;0.128961;0.072344;-0.025077;0.359996;0.245980;6.068898;0.464113;0.000778;0.004082;1.460395;0.684746
