*** Dátum: 6-2-2019 ***
*** Konfigurácia kyvadla: ***
Váha:;0.063000;Dåžka lanka:;0.530000
Ubehnutý èas:;Súradnica x:;Súradnica y:;Aktuálna výchylka:;Rýchlos;Zrýchlenie:;Uhlová rýchlos:;Uhlové zrýchlenie:;Potenciálna energia:;Kinetická energia:;Perióda:;Frekvencia:
33827;0.093733;0.071401;-0.067607;0.333291;0.662720;6.062916;1.250416;0.001361;0.003499;1.460395;0.684746
33859;0.093418;0.070772;-0.087323;0.314230;0.855551;6.058278;1.614248;0.001750;0.003110;1.460395;0.684746
33891;0.092789;0.071086;-0.078391;0.323901;0.768230;6.060525;1.449491;0.001555;0.003305;1.460395;0.684746
33923;0.092475;0.071086;-0.078777;0.323901;0.772003;6.060433;1.456610;0.001555;0.003305;1.460395;0.684746
33955;0.092160;0.071086;-0.079167;0.323901;0.775813;6.060340;1.463798;0.001555;0.003305;1.460395;0.684746
33987;0.092475;0.071086;-0.078777;0.323901;0.772003;6.060433;1.456610;0.001555;0.003305;1.460395;0.684746
34020;0.092789;0.070457;-0.097961;0.304252;0.959459;6.055285;1.810300;0.001944;0.002916;1.460395;0.684746
34051;0.090273;0.070772;-0.091772;0.314230;0.899023;6.057068;1.696269;0.001750;0.003110;1.460395;0.684746
34083;0.073602;0.069513;-0.181320;0.272131;1.769016;6.019894;3.337767;0.002527;0.002333;1.460395;0.684746
34116;0.055674;0.065110;-0.608417;0.000000;5.607094;5.498341;10.579424;0.005249;0.000000;1.460395;0.684746
34163;0.032083;0.062279;-2.548501;0.000000;5.483077;5.527289;10.345429;0.006998;0.000000;1.460395;0.684746
34195;0.030510;0.052528;-2.962965;0.000000;1.743036;6.021369;3.288748;0.013024;0.000000;1.460395;0.684746
34227;0.043721;0.061335;-1.364633;0.415687;9.602259;2.746271;18.117470;0.007581;0.005443;1.460395;0.684746
34259;0.047496;0.062279;-1.080839;0.437389;8.655882;4.163885;16.331854;0.006998;0.006026;1.460395;0.684746
34291;0.041834;0.063852;-1.271677;0.471345;9.374400;3.294979;17.687548;0.006026;0.006998;1.460395;0.684746
34323;0.039947;0.064166;-1.389477;0.477846;9.649180;2.577565;18.206002;0.005832;0.007193;1.460395;0.684746
34355;0.015412;0.058504;1.703933;0.342424;-9.723186;2.211488;-18.345635;0.009331;0.003694;1.460395;0.684746
34387;0.055359;0.066368;-0.528520;0.521091;4.946750;5.640570;9.333491;0.004471;0.008553;1.460395;0.684746
34419;0.064481;0.068884;-0.261655;0.566486;2.537645;5.965659;4.788009;0.002916;0.010109;1.460395;0.684746
34451;0.073917;0.073288;-0.013889;0.638204;0.136243;6.069560;0.257063;0.000194;0.012830;1.460395;0.684746
34484;0.068570;0.068570;-0.250648;0.561013;2.433191;5.974264;4.590927;0.003110;0.009914;1.460395;0.684746
34531;0.062593;0.068570;-0.294157;0.561013;2.844242;5.938063;5.366494;0.003110;0.009914;1.460395;0.684746
34563;0.055988;0.067312;-0.451918;0.538563;4.283950;5.757123;8.082926;0.003888;0.009137;1.460395;0.684746
34595;0.049383;0.064481;-0.827998;0.484261;7.225838;4.991884;13.633657;0.005637;0.007387;1.460395;0.684746
34627;0.044350;0.064795;-1.020977;0.490591;8.364190;4.387683;15.781491;0.005443;0.007581;1.460395;0.684746
34659;0.039947;0.064166;-1.389477;0.477846;9.649180;2.577565;18.206002;0.005832;0.007193;1.460395;0.684746
34691;0.035228;0.061964;-2.109131;0.430277;8.422508;4.346232;15.891526;0.007193;0.005832;1.460395;0.684746
34723;0.032398;0.061335;-2.544595;0.415687;5.514811;5.519986;10.405304;0.007581;0.005443;1.460395;0.684746
34755;0.029567;0.058190;-3.019296;0.333291;1.196739;6.047143;2.257997;0.009525;0.003499;1.460395;0.684746
34787;0.027050;0.057246;2.949874;0.304252;-1.869256;6.013991;-3.526899;0.010109;0.002916;1.460395;0.684746
34820;0.024534;0.055359;2.700605;0.235672;-4.187229;5.772205;-7.900432;0.011275;0.001750;1.460395;0.684746
34851;0.022332;0.053157;2.544595;0.111097;-5.514811;5.519986;-10.405304;0.012636;0.000389;1.460395;0.684746
34899;0.023591;0.050641;2.710060;0.000000;-4.103162;5.784942;-7.741816;0.014191;0.000000;1.460395;0.684746
34931;0.024220;0.053786;2.704255;0.248421;-4.154824;5.777155;-7.839290;0.012247;0.001944;1.460395;0.684746
34963;0.028309;0.060706;3.092822;0.444388;-0.478252;6.066243;-0.902362;0.007970;0.006221;1.460395;0.684746
34995;0.030510;0.061964;-2.820067;0.471345;3.100100;5.912281;5.849245;0.007193;0.006998;1.460395;0.684746
35027;0.038374;0.065424;-1.395806;0.538563;9.660183;2.532656;18.226762;0.005054;0.009137;1.460395;0.684746
35059;0.044036;0.066368;-0.877719;0.555485;7.546669;4.851737;14.238999;0.004471;0.009720;1.460395;0.684746
35091;0.050326;0.067941;-0.510365;0.582598;4.792142;5.669926;9.041777;0.003499;0.010692;1.460395;0.684746
35123;0.060077;0.069513;-0.258550;0.608504;2.508211;5.968125;4.732474;0.002527;0.011664;1.460395;0.684746
35155;0.071086;0.071086;-0.118380;0.633351;1.158598;6.048575;2.186034;0.001555;0.012636;1.460395;0.684746
35187;0.082095;0.072030;-0.058807;0.647801;0.576560;6.064604;1.087849;0.000972;0.013219;1.460395;0.684746
35219;0.094362;0.072030;-0.047838;0.647801;0.469110;6.066380;0.885112;0.000972;0.013219;1.460395;0.684746
35267;0.106629;0.072659;-0.024192;0.657259;0.237304;6.068965;0.447743;0.000583;0.013608;1.460395;0.684746
35299;0.118267;0.072659;-0.021052;0.657259;0.206503;6.069180;0.389629;0.000583;0.013608;1.460395;0.684746
35331;0.129905;0.072344;-0.024843;0.652547;0.243689;6.068916;0.459791;0.000778;0.013413;1.460395;0.684746
35363;0.140914;0.072344;-0.022408;0.652547;0.219804;6.069091;0.414725;0.000778;0.013413;1.460395;0.684746
35395;0.150979;0.071401;-0.035986;0.638204;0.352945;6.067888;0.665934;0.001361;0.012830;1.460395;0.684746
35427;0.160415;0.070772;-0.042953;0.628460;0.421238;6.067053;0.794788;0.001750;0.012441;1.460395;0.684746
35459;0.168908;0.069828;-0.053799;0.613553;0.527510;6.065460;0.995303;0.002333;0.011858;1.460395;0.684746
35491;0.175513;0.069199;-0.059939;0.603411;0.587652;6.064400;1.108777;0.002722;0.011469;1.460395;0.684746
35523;0.180546;0.068884;-0.062092;0.598276;0.608730;6.064001;1.148547;0.002916;0.011275;1.460395;0.684746
35555;0.184006;0.067941;-0.072842;0.582598;0.713951;6.061799;1.347077;0.003499;0.010692;1.460395;0.684746
35587;0.185264;0.067312;-0.080278;0.571907;0.786683;6.060071;1.484308;0.003888;0.010303;1.460395;0.684746
35635;0.184950;0.067626;-0.076422;0.577277;0.748966;6.060988;1.413143;0.003694;0.010497;1.460395;0.684746
35667;0.183377;0.068255;-0.069078;0.587870;0.677118;6.062610;1.277582;0.003305;0.010886;1.460395;0.684746
35699;0.179602;0.068884;-0.062480;0.598276;0.612527;6.063928;1.155711;0.002916;0.011275;1.460395;0.684746
35731;0.173941;0.069828;-0.051936;0.613553;0.509267;6.065759;0.960881;0.002333;0.011858;1.460395;0.684746
35763;0.167021;0.070142;-0.049990;0.618562;0.490194;6.066060;0.924894;0.002138;0.012053;1.460395;0.684746
35795;0.158214;0.071086;-0.038830;0.633351;0.380827;6.067565;0.718542;0.001555;0.012636;1.460395;0.684746
35827;0.148463;0.071715;-0.031493;0.643021;0.308900;6.068348;0.582830;0.001166;0.013024;1.460395;0.684746
35859;0.138398;0.072030;-0.028651;0.647801;0.281031;6.068607;0.530247;0.000972;0.013219;1.460395;0.684746
35891;0.127074;0.072659;-0.019169;0.657259;0.188034;6.069295;0.354781;0.000583;0.013608;1.460395;0.684746
35923;0.115751;0.072659;-0.021660;0.657259;0.212466;6.069141;0.400879;0.000583;0.013608;1.460395;0.684746
35955;0.103798;0.072659;-0.025103;0.657259;0.246237;6.068896;0.464599;0.000583;0.013608;1.460395;0.684746
36003;0.092475;0.072030;-0.049251;0.647801;0.482958;6.066172;0.911242;0.000972;0.013219;1.460395;0.684746
36035;0.080522;0.071715;-0.072695;0.643021;0.712512;6.061832;1.344363;0.001166;0.013024;1.460395;0.684746
36067;0.069828;0.070772;-0.137189;0.628460;1.341607;6.041270;2.531333;0.001750;0.012441;1.460395;0.684746
36099;0.059763;0.069513;-0.261132;0.608504;2.532692;5.966076;4.778665;0.002527;0.011664;1.460395;0.684746
36131;0.050641;0.067626;-0.530086;0.577277;4.960008;5.637987;9.358505;0.003694;0.010497;1.460395;0.684746
36163;0.044979;0.066997;-0.767635;0.566486;6.812413;5.148848;12.853611;0.004082;0.010109;1.460395;0.684746
36195;0.041205;0.066053;-1.080839;0.549902;8.655882;4.163885;16.331854;0.004665;0.009525;1.460395;0.684746
36227;0.033341;0.063223;-2.288338;0.496841;7.391096;4.921952;13.945465;0.006415;0.007776;1.460395;0.684746
36259;0.029252;0.061021;-3.041676;0.451278;0.978554;6.054697;1.846328;0.007776;0.006415;1.460395;0.684746
36291;0.027994;0.060392;3.046426;0.437389;-0.932172;6.056105;-1.758815;0.008165;0.006026;1.460395;0.684746
36339;0.028623;0.056932;3.141593;0.351320;-0.000000;6.069853;-0.000000;0.010303;0.003888;1.460395;0.684746
36371;0.027994;0.056303;3.068897;0.333291;-0.712512;6.061832;-1.344363;0.010692;0.003499;1.460395;0.684746
36403;0.027365;0.060077;2.956080;0.430277;-1.809458;6.017554;-3.414073;0.008359;0.005832;1.460395;0.684746
36435;0.029567;0.060392;-2.998978;0.437389;1.394315;6.038963;2.630783;0.008165;0.006026;1.460395;0.684746
36467;0.033656;0.062908;-2.261907;0.490591;7.558980;4.845985;14.262228;0.006609;0.007581;1.460395;0.684746
36499;0.041519;0.065424;-1.130299;0.538563;8.873534;3.963523;16.742518;0.005054;0.009137;1.460395;0.684746
36531;0.047181;0.066997;-0.683900;0.566486;6.198159;5.343935;11.694640;0.004082;0.010109;1.460395;0.684746
36563;0.052214;0.068255;-0.445800;0.587870;4.229878;5.765612;7.980903;0.003305;0.010886;1.460395;0.684746
36595;0.060392;0.069828;-0.236515;0.613553;2.298641;5.984765;4.337059;0.002333;0.011858;1.460395;0.684746
36627;0.069828;0.070457;-0.152376;0.623531;1.489033;6.034585;2.809497;0.001944;0.012247;1.460395;0.684746
36659;0.079893;0.071401;-0.085837;0.638204;0.841026;6.058669;1.586841;0.001361;0.012830;1.460395;0.684746
36707;0.090588;0.072030;-0.050751;0.647801;0.497649;6.065944;0.938960;0.000972;0.013219;1.460395;0.684746
36739;0.101911;0.072659;-0.025750;0.657259;0.252576;6.068847;0.476559;0.000583;0.013608;1.460395;0.684746
36771;0.112291;0.072659;-0.022555;0.657259;0.221250;6.069081;0.417453;0.000583;0.013608;1.460395;0.684746
36803;0.123614;0.072344;-0.026489;0.652547;0.259822;6.068788;0.490230;0.000778;0.013413;1.460395;0.684746
36835;0.133994;0.072344;-0.023879;0.652547;0.234235;6.068987;0.441953;0.000778;0.013413;1.460395;0.684746
36867;0.143745;0.071715;-0.032784;0.643021;0.321553;6.068222;0.606704;0.001166;0.013024;1.460395;0.684746
36899;0.152237;0.071401;-0.035620;0.638204;0.349355;6.067927;0.659160;0.001361;0.012830;1.460395;0.684746
36931;0.160415;0.070772;-0.042953;0.628460;0.421238;6.067053;0.794788;0.001750;0.012441;1.460395;0.684746
36963;0.167021;0.070142;-0.049990;0.618562;0.490194;6.066060;0.924894;0.002138;0.012053;1.460395;0.684746
36995;0.172053;0.069513;-0.057002;0.608504;0.558888;6.064922;1.054505;0.002527;0.011664;1.460395;0.684746
37027;0.175828;0.069199;-0.059811;0.603411;0.586398;6.064423;1.106412;0.002722;0.011469;1.460395;0.684746
37075;0.177715;0.068570;-0.067485;0.593096;0.661525;6.062941;1.248160;0.003110;0.011081;1.460395;0.684746
37107;0.178030;0.067941;-0.075753;0.582598;0.742429;6.061143;1.400809;0.003499;0.010692;1.460395;0.684746
37139;0.176772;0.068884;-0.063673;0.598276;0.624208;6.063700;1.177750;0.002916;0.011275;1.460395;0.684746
37171;0.173941;0.069513;-0.056262;0.608504;0.551641;6.065049;1.040832;0.002527;0.011664;1.460395;0.684746
37203;0.169537;0.069828;-0.053559;0.613553;0.525159;6.065499;0.990866;0.002333;0.011858;1.460395;0.684746
37235;0.163561;0.070457;-0.046612;0.623531;0.457094;6.066556;0.862442;0.001944;0.012247;1.460395;0.684746
37267;0.155697;0.071086;-0.039599;0.633351;0.388363;6.067473;0.732760;0.001555;0.012636;1.460395;0.684746
37299;0.147205;0.071715;-0.031828;0.643021;0.312176;6.068316;0.589011;0.001166;0.013024;1.460395;0.684746
37331;0.138083;0.072030;-0.028734;0.647801;0.281838;6.068600;0.531771;0.000972;0.013219;1.460395;0.684746
37363;0.128332;0.072344;-0.025235;0.652547;0.247532;6.068886;0.467041;0.000778;0.013413;1.460395;0.684746
37395;0.117953;0.072659;-0.021126;0.657259;0.207230;6.069176;0.391001;0.000583;0.013608;1.460395;0.684746
37443;0.106944;0.072659;-0.024095;0.657259;0.236351;6.068972;0.445946;0.000583;0.013608;1.460395;0.684746
37475;0.096249;0.072659;-0.027905;0.657259;0.273714;6.068671;0.516442;0.000583;0.013608;1.460395;0.684746
37507;0.085240;0.072030;-0.055541;0.647801;0.544580;6.065171;1.027509;0.000972;0.013219;1.460395;0.684746
37539;0.075175;0.071401;-0.094524;0.638204;0.925902;6.056289;1.746984;0.001361;0.012830;1.460395;0.684746
37571;0.066997;0.070772;-0.147274;0.628460;1.439543;6.036910;2.716119;0.001750;0.012441;1.460395;0.684746
37603;0.056932;0.068570;-0.351879;0.593096;3.381139;5.880953;6.379508;0.003110;0.011081;1.460395;0.684746
37635;0.049383;0.067312;-0.588469;0.571907;5.445416;5.535864;10.274371;0.003888;0.010303;1.460395;0.684746
37667;0.044665;0.065739;-0.911548;0.544262;7.754340;4.750501;14.630830;0.004860;0.009331;1.460395;0.684746
37699;0.041205;0.065110;-1.187499;0.532803;9.098154;3.711953;17.166329;0.005249;0.008942;1.460395;0.684746
37731;0.037116;0.063537;-1.739884;0.503013;9.670097;2.489993;18.245467;0.006221;0.007970;1.460395;0.684746
37763;0.033027;0.061964;-2.418134;0.471345;6.494032;5.254967;12.252891;0.007193;0.006998;1.460395;0.684746
37811;0.031769;0.059763;-2.694639;0.423045;4.240079;5.764022;8.000149;0.008553;0.005637;1.460395;0.684746
37843;0.031454;0.058819;-2.763195;0.400566;3.624131;5.851217;6.837983;0.009137;0.005054;1.460395;0.684746
37875;0.032398;0.060392;-2.584993;0.437389;5.182642;5.593021;9.778569;0.008165;0.006026;1.460395;0.684746
37907;0.035228;0.063223;-2.008134;0.496841;8.886706;3.950208;16.767370;0.006415;0.007776;1.460395;0.684746
37939;0.039632;0.064795;-1.349482;0.526980;9.570732;2.843855;18.057985;0.005443;0.008748;1.460395;0.684746
37971;0.043092;0.065424;-1.028903;0.538563;8.404556;4.359149;15.857653;0.005054;0.009137;1.460395;0.684746
38003;0.048754;0.066997;-0.634112;0.566486;5.812052;5.448005;10.966136;0.004082;0.010109;1.460395;0.684746
38035;0.052843;0.067941;-0.459285;0.582598;4.348844;5.746743;8.205366;0.003499;0.010692;1.460395;0.684746
38067;0.060706;0.069828;-0.234217;0.613553;2.276724;5.986414;4.295705;0.002333;0.011858;1.460395;0.684746
38099;0.069513;0.070772;-0.138241;0.628460;1.351829;6.040830;2.550620;0.001750;0.012441;1.460395;0.684746
38131;0.078320;0.071715;-0.075913;0.643021;0.743990;6.061106;1.403756;0.001166;0.013024;1.460395;0.684746
38179;0.088386;0.072030;-0.052619;0.647801;0.515958;6.065651;0.973507;0.000972;0.013219;1.460395;0.684746
38211;0.098451;0.072344;-0.036032;0.652547;0.353399;6.067883;0.666790;0.000778;0.013413;1.460395;0.684746
38243;0.108516;0.072344;-0.031493;0.652547;0.308900;6.068348;0.582830;0.000778;0.013413;1.460395;0.684746
38275;0.118896;0.072659;-0.020905;0.657259;0.205065;6.069190;0.386915;0.000583;0.013608;1.460395;0.684746
38307;0.128332;0.072344;-0.025235;0.652547;0.247532;6.068886;0.467041;0.000778;0.013413;1.460395;0.684746
38339;0.137454;0.072030;-0.028900;0.647801;0.283467;6.068585;0.534843;0.000972;0.013219;1.460395;0.684746
38371;0.145632;0.071715;-0.032255;0.643021;0.316369;6.068274;0.596923;0.001166;0.013024;1.460395;0.684746
38403;0.152866;0.071086;-0.040501;0.633351;0.397204;6.067363;0.749442;0.001555;0.012636;1.460395;0.684746
38435;0.159157;0.070772;-0.043367;0.628460;0.425294;6.066999;0.802441;0.001750;0.012441;1.460395;0.684746
38467;0.164504;0.070142;-0.050915;0.618562;0.499260;6.065919;0.941999;0.002138;0.012053;1.460395;0.684746
38499;0.168279;0.069828;-0.054041;0.613553;0.529883;6.065421;0.999780;0.002333;0.011858;1.460395;0.684746
38548;0.170166;0.069828;-0.053321;0.613553;0.522828;6.065538;0.986468;0.002333;0.011858;1.460395;0.684746
38580;0.170795;0.068884;-0.066347;0.598276;0.650390;6.063172;1.227151;0.002916;0.011275;1.460395;0.684746
38611;0.170166;0.069513;-0.057762;0.608504;0.566327;6.064789;1.068542;0.002527;0.011664;1.460395;0.684746
38643;0.167964;0.069828;-0.054163;0.613553;0.531078;6.065401;1.002033;0.002333;0.011858;1.460395;0.684746
38675;0.164504;0.070457;-0.046288;0.623531;0.453923;6.066601;0.856459;0.001944;0.012247;1.460395;0.684746
38707;0.158843;0.070772;-0.043471;0.628460;0.426320;6.066985;0.804378;0.001750;0.012441;1.460395;0.684746
38739;0.152237;0.071715;-0.030532;0.643021;0.299472;6.068438;0.565042;0.001166;0.013024;1.460395;0.684746
38771;0.145003;0.071715;-0.032430;0.643021;0.318079;6.068257;0.600148;0.001166;0.013024;1.460395;0.684746
38803;0.136825;0.072030;-0.029068;0.647801;0.285114;6.068571;0.537951;0.000972;0.013219;1.460395;0.684746
38835;0.127389;0.072344;-0.025476;0.652547;0.249896;6.068868;0.471501;0.000778;0.013413;1.460395;0.684746
38867;0.117953;0.072973;-0.014084;0.661937;0.138162;6.069552;0.260683;0.000389;0.013802;1.460395;0.684746
38915;0.108202;0.072973;-0.015810;0.661937;0.155089;6.069473;0.292621;0.000389;0.013802;1.460395;0.684746
38947;0.098451;0.072659;-0.027025;0.657259;0.265087;6.068744;0.500164;0.000583;0.013608;1.460395;0.684746
38979;0.088700;0.072344;-0.041879;0.652547;0.410710;6.067191;0.774924;0.000778;0.013413;1.460395;0.684746
39011;0.079264;0.071086;-0.099297;0.633351;0.972506;6.054885;1.834916;0.001555;0.012636;1.460395;0.684746
39043;0.070457;0.071086;-0.120156;0.633351;1.175896;6.047931;2.218672;0.001555;0.012636;1.460395;0.684746
39075;0.062279;0.069828;-0.223366;0.613553;2.173042;5.993983;4.100080;0.002333;0.011858;1.460395;0.684746
39107;0.055359;0.068255;-0.394791;0.587870;3.773077;5.831726;7.119013;0.003305;0.010886;1.460395;0.684746
39139;0.049383;0.066997;-0.616106;0.566486;5.668818;5.483517;10.695884;0.004082;0.010109;1.460395;0.684746
39171;0.045608;0.065739;-0.867163;0.544262;7.480090;4.882337;14.113379;0.004860;0.009331;1.460395;0.684746
39203;0.042777;0.064795;-1.113199;0.526980;8.800712;4.034486;16.605118;0.005443;0.008748;1.460395;0.684746
39251;0.041519;0.065424;-1.130299;0.538563;8.873534;3.963523;16.742518;0.005054;0.009137;1.460395;0.684746
39283;0.039632;0.062908;-1.541813;0.490591;9.805880;1.033292;18.501661;0.006609;0.007581;1.460395;0.684746
39316;0.039632;0.062593;-1.570796;0.484261;9.810000;0.000000;18.509435;0.006804;0.007387;1.460395;0.684746
39348;0.039632;0.062908;-1.541813;0.490591;9.805880;1.033292;18.501661;0.006609;0.007581;1.460395;0.684746
39380;0.041519;0.065110;-1.164706;0.532803;9.012174;3.814943;17.004103;0.005249;0.008942;1.460395;0.684746
39412;0.043092;0.065110;-1.061547;0.532803;8.565216;4.238140;16.160786;0.005249;0.008942;1.460395;0.684746
39444;0.045608;0.066682;-0.773751;0.561013;6.855459;5.133582;12.934829;0.004277;0.009914;1.460395;0.684746
39476;0.049697;0.067312;-0.580174;0.571907;5.377541;5.551070;10.146305;0.003888;0.010303;1.460395;0.684746
39508;0.055045;0.068570;-0.376443;0.593096;3.606302;5.853485;6.804344;0.003110;0.011081;1.460395;0.684746
39540;0.061650;0.070142;-0.208762;0.618562;2.033115;6.003597;3.836066;0.002138;0.012053;1.460395;0.684746
39572;0.069828;0.070772;-0.137189;0.628460;1.341607;6.041270;2.531333;0.001750;0.012441;1.460395;0.684746
39620;0.078320;0.071401;-0.088550;0.638204;0.867538;6.057950;1.636864;0.001361;0.012830;1.460395;0.684746
39652;0.087128;0.072030;-0.053750;0.647801;0.527039;6.065468;0.994412;0.000972;0.013219;1.460395;0.684746
39684;0.096249;0.072344;-0.037205;0.652547;0.364897;6.067752;0.688485;0.000778;0.013413;1.460395;0.684746
39716;0.106000;0.072659;-0.024389;0.657259;0.239233;6.068950;0.451383;0.000583;0.013608;1.460395;0.684746
39748;0.115122;0.072659;-0.021817;0.657259;0.214011;6.069130;0.403794;0.000583;0.013608;1.460395;0.684746
39780;0.123929;0.072344;-0.026401;0.652547;0.258965;6.068795;0.488613;0.000778;0.013413;1.460395;0.684746
39812;0.132736;0.072344;-0.024168;0.652547;0.237065;6.068966;0.447293;0.000778;0.013413;1.460395;0.684746
39844;0.140285;0.072030;-0.028167;0.647801;0.276283;6.068649;0.521289;0.000972;0.013219;1.460395;0.684746
39876;0.147205;0.071715;-0.031828;0.643021;0.312176;6.068316;0.589011;0.001166;0.013024;1.460395;0.684746
39908;0.153181;0.071086;-0.040399;0.633351;0.396202;6.067376;0.747551;0.001555;0.012636;1.460395;0.684746
39940;0.157899;0.070772;-0.043789;0.628460;0.429429;6.066943;0.810244;0.001750;0.012441;1.460395;0.684746
39988;0.161674;0.070457;-0.047273;0.623531;0.463571;6.066461;0.874662;0.001944;0.012247;1.460395;0.684746
40020;0.164504;0.069828;-0.055541;0.613553;0.544580;6.065171;1.027509;0.002333;0.011858;1.460395;0.684746
40052;0.165448;0.069513;-0.059752;0.608504;0.585822;6.064434;1.105324;0.002527;0.011664;1.460395;0.684746
40084;0.164819;0.069199;-0.064643;0.603411;0.633702;6.063511;1.195665;0.002722;0.011469;1.460395;0.684746
40116;0.163246;0.070142;-0.051391;0.618562;0.503919;6.065845;0.950792;0.002138;0.012053;1.460395;0.684746
40148;0.159472;0.070457;-0.048068;0.623531;0.471362;6.066346;0.889363;0.001944;0.012247;1.460395;0.684746
40180;0.155068;0.071086;-0.039796;0.633351;0.390293;6.067449;0.736402;0.001555;0.012636;1.460395;0.684746
40212;0.149407;0.071715;-0.031247;0.643021;0.306488;6.068371;0.578279;0.001166;0.013024;1.460395;0.684746
40244;0.142801;0.072030;-0.027546;0.647801;0.270197;6.068701;0.509805;0.000972;0.013219;1.460395;0.684746
40276;0.135567;0.072344;-0.023528;0.652547;0.230792;6.069013;0.435456;0.000778;0.013413;1.460395;0.684746
40308;0.127074;0.072344;-0.025558;0.652547;0.250694;6.068862;0.473007;0.000778;0.013413;1.460395;0.684746
40356;0.118582;0.072659;-0.020978;0.657259;0.205782;6.069185;0.388267;0.000583;0.013608;1.460395;0.684746
40388;0.109774;0.072659;-0.023255;0.657259;0.228109;6.069032;0.430394;0.000583;0.013608;1.460395;0.684746
40420;0.100653;0.072344;-0.034931;0.652547;0.342603;6.068001;0.646421;0.000778;0.013413;1.460395;0.684746
40452;0.092160;0.072344;-0.039599;0.652547;0.388363;6.067473;0.732760;0.000778;0.013413;1.460395;0.684746
40484;0.083039;0.071715;-0.069336;0.643021;0.679645;6.062556;1.282349;0.001166;0.013024;1.460395;0.684746
40516;0.074861;0.071086;-0.108736;0.633351;1.064602;6.051902;2.008683;0.001555;0.012636;1.460395;0.684746
40548;0.067626;0.070457;-0.160942;0.623531;1.572034;6.030504;2.966102;0.001944;0.012247;1.460395;0.684746
40581;0.059448;0.069513;-0.263766;0.608504;2.557647;5.963966;4.825749;0.002527;0.011664;1.460395;0.684746
40612;0.054415;0.068255;-0.408842;0.587870;3.899940;5.814341;7.358378;0.003305;0.010886;1.460395;0.684746
40644;0.050012;0.067312;-0.572103;0.571907;5.311146;5.565642;10.021032;0.003888;0.010303;1.460395;0.684746
40676;0.047181;0.066368;-0.743418;0.555485;6.639486;5.207918;12.527333;0.004471;0.009720;1.460395;0.684746
40724;0.045923;0.065739;-0.853255;0.544262;7.391096;4.921952;13.945465;0.004860;0.009331;1.460395;0.684746
40757;0.044665;0.064481;-1.034064;0.521091;8.430558;4.340393;15.906714;0.005637;0.008553;1.460395;0.684746
40788;0.044036;0.063223;-1.185395;0.496841;9.090413;3.721623;17.151723;0.006415;0.007776;1.460395;0.684746
40820;0.044036;0.064166;-1.098749;0.515136;8.737171;4.093038;16.485228;0.005832;0.008359;1.460395;0.684746
40852;0.043721;0.064795;-1.056149;0.526980;8.539275;4.258546;16.111840;0.005443;0.008748;1.460395;0.684746
40884;0.046552;0.066997;-0.705981;0.566486;6.364537;5.294970;12.008560;0.004082;0.010109;1.460395;0.684746
40916;0.049697;0.067312;-0.580174;0.571907;5.377541;5.551070;10.146305;0.003888;0.010303;1.460395;0.684746
40948;0.052528;0.067941;-0.465114;0.582598;4.400026;5.738405;8.301937;0.003499;0.010692;1.460395;0.684746
40980;0.056932;0.069199;-0.308638;0.603411;2.979894;5.924712;5.622442;0.002722;0.011469;1.460395;0.684746
41012;0.063852;0.069828;-0.213471;0.613553;2.078285;6.000569;3.921293;0.002333;0.011858;1.460395;0.684746
41044;0.070142;0.070772;-0.136153;0.628460;1.331537;6.041701;2.512335;0.001750;0.012441;1.460395;0.684746
41092;0.077691;0.071715;-0.076885;0.643021;0.753501;6.060880;1.421700;0.001166;0.013024;1.460395;0.684746
41124;0.085869;0.071715;-0.065910;0.643021;0.646111;6.063259;1.219077;0.001166;0.013024;1.460395;0.684746
41156;0.094991;0.072344;-0.037910;0.652547;0.371810;6.067672;0.701527;0.000778;0.013413;1.460395;0.684746
41188;0.103169;0.072344;-0.033752;0.652547;0.331045;6.068124;0.624613;0.000778;0.013413;1.460395;0.684746
41220;0.111347;0.072659;-0.022813;0.657259;0.223773;6.069063;0.422214;0.000583;0.013608;1.460395;0.684746
41252;0.119211;0.072659;-0.020833;0.657259;0.204353;6.069194;0.385571;0.000583;0.013608;1.460395;0.684746
41285;0.127389;0.072659;-0.019108;0.657259;0.187435;6.069299;0.353651;0.000583;0.013608;1.460395;0.684746
41316;0.134938;0.072344;-0.023668;0.652547;0.232157;6.069003;0.438032;0.000778;0.013413;1.460395;0.684746
41348;0.141228;0.072344;-0.022345;0.652547;0.219191;6.069095;0.413567;0.000778;0.013413;1.460395;0.684746
41381;0.146890;0.071715;-0.031912;0.643021;0.313005;6.068307;0.590576;0.001166;0.013024;1.460395;0.684746
41412;0.151608;0.071086;-0.040915;0.633351;0.401264;6.067312;0.757102;0.001555;0.012636;1.460395;0.684746
41460;0.154754;0.070772;-0.044880;0.628460;0.440127;6.066796;0.830429;0.001750;0.012441;1.460395;0.684746
41492;0.157585;0.070457;-0.048771;0.623531;0.478252;6.066243;0.902362;0.001944;0.012247;1.460395;0.684746
41524;0.158843;0.069828;-0.057955;0.613553;0.568218;6.064755;1.072110;0.002333;0.011858;1.460395;0.684746
41556;0.158528;0.070142;-0.053256;0.618562;0.522196;6.065548;0.985276;0.002138;0.012053;1.460395;0.684746
41588;0.157270;0.070772;-0.044003;0.628460;0.431527;6.066914;0.814202;0.001750;0.012441;1.460395;0.684746
41620;0.154754;0.071086;-0.039895;0.633351;0.391266;6.067437;0.738237;0.001555;0.012636;1.460395;0.684746
